CUSTOMERNAME,ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,STATUS,DEALSIZE,CUSTOMER_ID,STATUS_ID,TABLE_NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,PRODUCTLINE,MSRP,YEAR_ID,MONTH_ID,QTR_ID
"Men 'R' US Retailers, Ltd.",10160.0,S18_3232,2003-10-11,20.0,100.0,3996.4,1.0,Shipped,Medium,55.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10165.0,S18_3232,2003-10-22,47.0,100.0,8754.69,16.0,Shipped,Large,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Quebec Home Shopping Network,10171.0,S18_3232,2003-11-05,39.0,100.0,5481.45,3.0,Shipped,Medium,44.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Stylish Desk Decors, Co.",10175.0,S18_3232,2003-11-06,29.0,100.0,4419.89,5.0,Shipped,Medium,50.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Herkku Gifts,10181.0,S18_3232,2003-11-12,45.0,100.0,6324.75,7.0,Shipped,Medium,8.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Iberia Gift Imports, Corp.",10184.0,S18_3232,2003-11-14,28.0,100.0,4409.72,10.0,Shipped,Medium,82.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Diecast Creations Co.,10192.0,S18_3232,2003-11-20,26.0,100.0,3918.46,12.0,Shipped,Medium,41.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Classics,10195.0,S18_3232,2003-11-25,50.0,100.0,7620.5,10.0,Shipped,Large,48.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10203.0,S18_3232,2003-12-02,48.0,100.0,8291.04,1.0,Shipped,Large,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Collectables,10207.0,S18_3232,2003-12-09,25.0,100.0,3937.25,11.0,Shipped,Medium,65.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10212.0,S18_3232,2004-01-16,40.0,100.0,5554.4,11.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10225.0,S18_3232,2004-02-22,43.0,100.0,6407.86,2.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10229.0,S18_3232,2004-03-11,22.0,100.0,4172.52,5.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Oulu Toy Supplies, Inc.",10239.0,S18_3232,2004-04-12,47.0,100.0,7083.37,1.0,Shipped,Large,61.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10246.0,S18_3232,2004-05-05,36.0,100.0,7132.68,9.0,Shipped,Large,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"UK Collectables, Ltd.",10253.0,S18_3232,2004-06-01,40.0,100.0,6773.6,6.0,Cancelled,Medium,23.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10259.0,S18_3232,2004-06-15,27.0,100.0,3657.69,8.0,Shipped,Medium,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10266.0,S18_3232,2004-07-06,29.0,100.0,4812.55,7.0,Shipped,Medium,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10271.0,S18_3232,2004-07-20,20.0,100.0,3928.6,9.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Gift Stores,10278.0,S18_3232,2004-08-06,42.0,100.0,6401.22,7.0,Shipped,Medium,85.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10281.0,S18_3232,2004-08-19,25.0,100.0,4191.25,5.0,Shipped,Medium,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10287.0,S18_3232,2004-08-30,36.0,100.0,5852.52,5.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10292.0,S18_3232,2004-09-08,21.0,100.0,2844.87,12.0,Shipped,Small,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Norway Gifts By Mail, Co.",10301.0,S18_3232,2003-10-05,23.0,100.0,4011.66,9.0,Shipped,Medium,86.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marta's Replicas Co.,10305.0,S18_3232,2004-10-13,37.0,100.0,7455.87,9.0,Shipped,Large,16.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10310.0,S18_3232,2004-10-16,48.0,100.0,8940.96,3.0,Shipped,Large,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Canadian Gift Exchange Network,10313.0,S18_3232,2004-10-22,25.0,100.0,4572.25,3.0,Shipped,Medium,32.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
FunGiftIdeas.com,10321.0,S18_3232,2004-11-04,33.0,100.0,5700.09,11.0,Shipped,Medium,22.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Vitachrome Inc.,10324.0,S18_3232,2004-11-05,27.0,100.0,3155.49,12.0,Shipped,Medium,12.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Motor Mint Distributors Inc.,10331.0,S18_3232,2004-11-17,27.0,100.0,4170.69,11.0,Shipped,Medium,46.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Volvo Model Replicas, Co",10334.0,S18_3232,2004-11-19,20.0,100.0,2878.8,3.0,On Hold,Small,25.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10342.0,S18_3232,2004-11-24,30.0,100.0,5029.5,4.0,Shipped,Medium,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10349.0,S18_3232,2004-12-01,48.0,100.0,7396.8,6.0,Shipped,Large,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10358.0,S18_3232,2004-12-10,32.0,93.49,2991.68,12.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Royale Belge,10366.0,S18_3232,2005-01-10,34.0,100.0,6275.72,1.0,Shipped,Medium,91.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10370.0,S18_3232,2005-01-20,27.0,56.85,1534.95,9.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toys of Finland, Co.",10377.0,S18_3232,2005-02-09,39.0,100.0,7264.53,3.0,Shipped,Large,17.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10383.0,S18_3232,2005-02-22,47.0,100.0,6869.05,6.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10394.0,S18_3232,2005-03-15,22.0,100.0,3353.02,5.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Caravy,10405.0,S18_3232,2005-04-14,55.0,100.0,8289.05,1.0,Shipped,Large,84.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10412.0,S18_3232,2005-05-03,60.0,100.0,11887.8,9.0,Shipped,Large,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Salzburg Collectables,10419.0,S18_3232,2005-05-17,35.0,100.0,5926.9,6.0,Shipped,Medium,20.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10425.0,S18_3232,2005-05-31,28.0,100.0,3793.16,8.0,In Process,Medium,15.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Danish Wholesale Imports,10105.0,S18_3259,2003-02-11,38.0,100.0,4330.1,13.0,Shipped,Medium,49.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10117.0,S18_3259,2003-04-16,21.0,95.8,2011.8,7.0,Shipped,Small,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10128.0,S18_3259,2003-06-06,41.0,100.0,4837.18,4.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10142.0,S18_3259,2003-08-08,22.0,97.81,2151.82,10.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10153.0,S18_3259,2003-09-28,29.0,88.74,2573.46,9.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10165.0,S18_3259,2003-10-22,50.0,100.0,5344.5,1.0,Shipped,Medium,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
CAF Imports,10177.0,S18_3259,2003-11-07,29.0,100.0,3070.52,11.0,Shipped,Medium,77.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Creations Ltd.,10185.0,S18_3259,2003-11-14,49.0,80.67,3952.83,11.0,Shipped,Medium,51.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Super Scale Inc.,10196.0,S18_3259,2003-11-26,35.0,100.0,3564.75,3.0,Shipped,Medium,35.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10208.0,S18_3259,2004-01-02,48.0,100.0,5614.56,11.0,Shipped,Medium,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Petit Auto,10221.0,S18_3259,2004-02-18,23.0,80.67,1855.41,5.0,Shipped,Small,57.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
giftsbymail.co.uk,10232.0,S18_3259,2004-03-20,48.0,95.8,4598.4,8.0,Shipped,Medium,60.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10248.0,S18_3259,2004-05-07,42.0,100.0,5082.42,14.0,Cancelled,Medium,1.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
Petit Auto,10273.0,S18_3259,2004-07-21,47.0,100.0,5450.59,15.0,Shipped,Medium,57.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10282.0,S18_3259,2004-08-20,36.0,100.0,4174.92,3.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Amica Models & Co.,10293.0,S18_3259,2004-09-09,22.0,100.0,2418.24,6.0,Shipped,Small,37.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10306.0,S18_3259,2004-10-14,40.0,91.76,3670.4,11.0,Shipped,Medium,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Heintze Collectables,10314.0,S18_3259,2004-10-22,23.0,100.0,2481.7,3.0,Shipped,Small,79.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Volvo Model Replicas, Co",10326.0,S18_3259,2004-11-09,32.0,100.0,3807.68,6.0,Shipped,Medium,25.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"La Corne D'abondance, Co.",10336.0,S18_3259,2004-11-20,21.0,100.0,2230.41,7.0,Shipped,Small,63.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10350.0,S18_3259,2004-12-02,41.0,93.04,3814.64,2.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Tokyo Collectables, Ltd",10372.0,S18_3259,2005-01-26,25.0,84.71,2117.75,5.0,Shipped,Small,36.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10383.0,S18_3259,2005-02-22,26.0,100.0,3340.48,12.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10396.0,S18_3259,2005-03-23,24.0,89.75,2154.0,4.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gifts4AllAges.com,10414.0,S18_3259,2005-05-06,48.0,100.0,5808.48,14.0,On Hold,Medium,59.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
Cruz & Sons Co.,10108.0,S18_3278,2003-03-03,26.0,68.35,1777.1,9.0,Shipped,Small,67.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marseille Mini Autos,10122.0,S18_3278,2003-05-08,21.0,73.17,1536.57,13.0,Shipped,Small,68.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10135.0,S18_3278,2003-07-02,45.0,78.0,3510.0,10.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Collectables For Less Inc.,10147.0,S18_3278,2003-09-05,36.0,86.04,3097.44,10.0,Shipped,Medium,42.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10159.0,S18_3278,2003-10-10,21.0,81.21,1705.41,5.0,Shipped,Small,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10169.0,S18_3278,2003-11-04,32.0,70.76,2264.32,5.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Herkku Gifts,10181.0,S18_3278,2003-11-12,30.0,82.82,2484.6,17.0,Shipped,Small,8.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10191.0,S18_3278,2003-11-20,36.0,94.88,3415.68,6.0,Shipped,Medium,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10203.0,S18_3278,2003-12-02,33.0,86.04,2839.32,11.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10211.0,S18_3278,2004-01-15,35.0,78.0,2730.0,5.0,Shipped,Small,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10225.0,S18_3278,2004-02-22,37.0,95.69,3540.53,12.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Danish Wholesale Imports,10238.0,S18_3278,2004-04-09,41.0,73.17,2999.97,6.0,Shipped,Small,49.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10252.0,S18_3278,2004-05-26,20.0,76.39,1527.8,2.0,Shipped,Small,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectables, Ltd",10265.0,S18_3278,2004-07-02,45.0,86.84,3907.8,2.0,Shipped,Medium,88.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Mini Collectables,10276.0,S18_3278,2004-08-02,38.0,69.96,2658.48,6.0,Shipped,Small,72.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10287.0,S18_3278,2004-08-30,43.0,70.76,3042.68,15.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10300.0,S18_3278,2003-10-04,49.0,78.8,3861.2,8.0,Shipped,Medium,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10310.0,S18_3278,2004-10-16,27.0,80.41,2171.07,13.0,Shipped,Small,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Microscale Inc.,10319.0,S18_3278,2004-11-03,46.0,73.98,3403.08,1.0,Shipped,Medium,80.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10329.0,S18_3278,2004-11-15,38.0,59.1,2245.8,10.0,Shipped,Small,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10342.0,S18_3278,2004-11-24,25.0,66.74,1668.5,5.0,Shipped,Small,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10363.0,S18_3278,2005-01-06,46.0,60.3,2773.8,10.0,Shipped,Small,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10378.0,S18_3278,2005-02-10,22.0,100.0,2464.0,4.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10390.0,S18_3278,2005-03-04,40.0,100.0,5491.6,9.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10103.0,S18_3320,2003-01-29,46.0,100.0,4791.82,16.0,Shipped,Medium,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Wheels Co.,10111.0,S18_3320,2003-03-25,39.0,100.0,4178.85,4.0,Shipped,Medium,9.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10126.0,S18_3320,2003-05-28,38.0,82.34,3128.92,16.0,Shipped,Medium,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10139.0,S18_3320,2003-07-16,30.0,100.0,3095.4,5.0,Shipped,Medium,21.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Collectibles Ltd.,10149.0,S18_3320,2003-09-12,42.0,94.25,3958.5,2.0,Shipped,Medium,83.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Classic Legends Inc.,10163.0,S18_3320,2003-10-20,43.0,100.0,4991.44,6.0,Shipped,Medium,28.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Rovelli Gifts,10173.0,S18_3320,2003-11-05,29.0,95.24,2761.96,4.0,Shipped,Small,87.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10182.0,S18_3320,2003-11-12,33.0,86.31,2848.23,1.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectables, Ltd",10193.0,S18_3320,2003-11-21,32.0,79.37,2539.84,5.0,Shipped,Small,88.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Canadian Gift Exchange Network,10206.0,S18_3320,2003-12-05,28.0,87.3,2444.4,11.0,Shipped,Small,32.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
West Coast Collectables Co.,10215.0,S18_3320,2004-01-29,41.0,100.0,4555.92,8.0,Shipped,Medium,33.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10227.0,S18_3320,2004-03-02,33.0,100.0,3666.96,1.0,Shipped,Medium,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10244.0,S18_3320,2004-04-29,36.0,84.33,3035.88,5.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
The Sharp Gifts Warehouse,10257.0,S18_3320,2004-06-14,26.0,89.29,2321.54,5.0,Shipped,Small,62.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Amica Models & Co.,10280.0,S18_3320,2004-08-17,34.0,100.0,3474.46,7.0,Shipped,Medium,37.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto-Moto Classics Inc.,10290.0,S18_3320,2004-09-07,26.0,96.23,2501.98,2.0,Shipped,Small,92.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Assoc. & Cie.,10304.0,S18_3320,2004-10-11,38.0,100.0,3958.46,11.0,Shipped,Medium,39.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10312.0,S18_3320,2004-10-21,33.0,100.0,3535.95,8.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10323.0,S18_3320,2004-11-05,33.0,91.27,3011.91,2.0,Shipped,Medium,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Wheels Co.,10333.0,S18_3320,2004-11-18,46.0,100.0,11336.7,2.0,Shipped,Large,9.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10347.0,S18_3320,2004-11-29,26.0,100.0,2656.94,12.0,Shipped,Small,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10357.0,S18_3320,2004-12-10,25.0,100.0,2604.25,3.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Collectables For Less Inc.,10369.0,S18_3320,2005-01-20,45.0,73.08,3288.6,4.0,Shipped,Medium,42.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10382.0,S18_3320,2005-02-17,50.0,100.0,8935.5,7.0,Shipped,Large,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Auto Werke,10392.0,S18_3320,2005-03-10,36.0,100.0,4035.96,1.0,Shipped,Medium,64.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Petit Auto,10423.0,S18_3320,2005-05-30,21.0,89.29,1875.09,5.0,In Process,Small,57.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Cruz & Sons Co.,10108.0,S18_3482,2003-03-03,29.0,100.0,4049.56,8.0,Shipped,Medium,67.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marseille Mini Autos,10122.0,S18_3482,2003-05-08,21.0,100.0,2469.39,12.0,Shipped,Small,68.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10135.0,S18_3482,2003-07-02,42.0,100.0,5432.7,9.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Collectables For Less Inc.,10147.0,S18_3482,2003-09-05,37.0,100.0,4405.22,9.0,Shipped,Medium,42.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10159.0,S18_3482,2003-10-10,25.0,100.0,3638.0,4.0,Shipped,Medium,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10169.0,S18_3482,2003-11-04,36.0,100.0,4444.92,4.0,Shipped,Medium,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Herkku Gifts,10181.0,S18_3482,2003-11-12,22.0,100.0,3395.48,16.0,Shipped,Medium,8.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10191.0,S18_3482,2003-11-20,23.0,100.0,3414.58,5.0,Shipped,Medium,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10203.0,S18_3482,2003-12-02,32.0,100.0,5127.04,10.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10211.0,S18_3482,2004-01-15,28.0,100.0,3745.28,4.0,Shipped,Medium,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10225.0,S18_3482,2004-02-22,27.0,100.0,4564.08,11.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Danish Wholesale Imports,10238.0,S18_3482,2004-04-09,49.0,100.0,6554.24,5.0,Shipped,Medium,49.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10252.0,S18_3482,2004-05-26,41.0,100.0,6749.83,1.0,Shipped,Medium,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectables, Ltd",10265.0,S18_3482,2004-07-02,49.0,100.0,8427.02,1.0,Shipped,Large,88.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Mini Collectables,10276.0,S18_3482,2004-08-02,30.0,100.0,3924.6,5.0,Shipped,Medium,72.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10287.0,S18_3482,2004-08-30,40.0,100.0,6761.6,14.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10300.0,S18_3482,2003-10-04,23.0,100.0,3786.49,7.0,Shipped,Medium,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10310.0,S18_3482,2004-10-16,49.0,100.0,6266.12,12.0,Shipped,Medium,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Volvo Model Replicas, Co",10320.0,S18_3482,2004-11-03,25.0,100.0,3491.0,5.0,Shipped,Medium,25.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Cruz & Sons Co.,10330.0,S18_3482,2004-11-16,37.0,100.0,4405.22,3.0,Shipped,Medium,67.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10342.0,S18_3482,2004-11-24,55.0,100.0,6548.3,7.0,Shipped,Medium,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10355.0,S18_3482,2004-12-07,23.0,100.0,3177.91,7.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10363.0,S18_3482,2005-01-06,24.0,100.0,4142.64,11.0,Shipped,Medium,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10378.0,S18_3482,2005-02-10,43.0,96.49,4149.07,10.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10390.0,S18_3482,2005-03-04,50.0,100.0,7397.0,1.0,Shipped,Large,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Motor Mint Distributors Inc.,10109.0,S18_3685,2003-03-10,47.0,100.0,6241.6,2.0,Shipped,Medium,46.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Atelier graphique,10123.0,S18_3685,2003-05-20,34.0,100.0,5331.88,4.0,Shipped,Medium,47.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10137.0,S18_3685,2003-07-10,31.0,100.0,5124.3,4.0,Shipped,Medium,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10148.0,S18_3685,2003-09-11,28.0,100.0,3639.44,11.0,Shipped,Medium,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Heintze Collectables,10161.0,S18_3685,2003-10-17,36.0,100.0,5544.0,10.0,Shipped,Medium,79.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Depot Inc.,10172.0,S18_3685,2003-11-05,48.0,100.0,5493.12,8.0,Shipped,Medium,14.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Herkku Gifts,10181.0,S18_3685,2003-11-12,39.0,100.0,5785.26,4.0,Shipped,Medium,8.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Diecast Creations Co.,10192.0,S18_3685,2003-11-20,45.0,100.0,5340.6,9.0,Shipped,Medium,41.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10204.0,S18_3685,2003-12-02,35.0,100.0,5735.8,15.0,Shipped,Medium,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10212.0,S18_3685,2004-01-16,45.0,100.0,6357.6,8.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Collectable Mini Designs Co.,10226.0,S18_3685,2004-02-26,46.0,100.0,7343.9,6.0,Shipped,Large,56.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Osaka Souveniers Co.,10240.0,S18_3685,2004-04-13,37.0,100.0,5959.22,1.0,Shipped,Medium,45.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"UK Collectables, Ltd.",10253.0,S18_3685,2004-06-01,31.0,100.0,4029.38,3.0,Cancelled,Medium,23.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10266.0,S18_3685,2004-07-06,33.0,100.0,5035.14,4.0,Shipped,Medium,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
