CUSTOMERNAME,ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,STATUS,DEALSIZE,CUSTOMER_ID,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,STATUS_ID
Online Diecast Creations Co.,10100,S18_1749,2003-01-06,30,100.0,5151.0,3,Shipped,Medium,41,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,1
"AV Stores, Co.",10110,S18_1749,2003-03-18,42,100.0,6069.0,7,Shipped,Medium,78,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,1
Signal Gift Stores,10124,S18_1749,2003-05-21,21,100.0,2856.0,6,Shipped,Small,85,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,1
Signal Collectibles Ltd.,10149,S18_1749,2003-09-12,34,100.0,5375.4,11,Shipped,Medium,83,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,1
Corporate Gift Ideas Co.,10162,S18_1749,2003-10-18,29,100.0,5176.5,9,Shipped,Medium,5,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,1
Rovelli Gifts,10173,S18_1749,2003-11-05,24,100.0,3508.8,13,Shipped,Medium,87,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,1
Mini Gifts Distributors Ltd.,10182,S18_1749,2003-11-12,44,100.0,7554.8,10,Shipped,Large,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
"Australian Collectables, Ltd",10193,S18_1749,2003-11-21,21,100.0,3141.6,14,Shipped,Medium,88,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,1
Muscle Machine Inc,10204,S18_1749,2003-12-02,33,100.0,5890.5,4,Shipped,Medium,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
"Corrida Auto Replicas, Ltd",10214,S18_1749,2004-01-26,30,100.0,5967.0,7,Shipped,Medium,26,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n,1
"Saveley & Henriot, Co.",10227,S18_1749,2004-03-02,26,100.0,3712.8,10,Shipped,Medium,31,78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,1
Mini Caravy,10241,S18_1749,2004-04-13,41,100.0,7597.3,2,Shipped,Large,84,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,1
Amica Models & Co.,10280,S18_1749,2004-08-17,26,100.0,3668.6,16,Shipped,Medium,37,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,1
Handji Gifts& Co,10288,S18_1749,2004-09-01,32,100.0,5875.2,5,Shipped,Medium,66,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,1
"UK Collectables, Ltd.",10302,S18_1749,2003-10-06,43,100.0,7310.0,1,Shipped,Large,23,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,1
Mini Gifts Distributors Ltd.,10312,S18_1749,2004-10-21,48,100.0,8078.4,17,Shipped,Large,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Motor Mint Distributors Inc.,10331,S18_1749,2004-11-17,44,74.04,3257.76,7,Shipped,Medium,46,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,1
Marseille Mini Autos,10344,S18_1749,2004-11-25,45,100.0,7650.0,1,Shipped,Large,68,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,1
Toys4GrownUps.com,10367,S18_1749,2005-01-12,37,100.0,4703.81,3,Resolved,Medium,4,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,6
Euro Shopping Channel,10379,S18_1749,2005-02-10,39,100.0,5399.55,2,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
The Sharp Gifts Warehouse,10407,S18_1749,2005-04-22,76,100.0,14082.8,2,On Hold,Large,62,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,5
Souveniers And Things Co.,10420,S18_1749,2005-05-29,37,100.0,5283.6,5,In Process,Medium,21,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,3
Cruz & Sons Co.,10108,S18_1889,2003-03-03,38,82.39,3130.82,2,Shipped,Medium,67,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,1
Marseille Mini Autos,10122,S18_1889,2003-05-08,43,72.38,3112.34,6,Shipped,Medium,68,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,1
Mini Gifts Distributors Ltd.,10135,S18_1889,2003-07-02,48,79.31,3806.88,3,Shipped,Medium,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Collectables For Less Inc.,10147,S18_1889,2003-09-05,26,82.39,2142.14,3,Shipped,Small,42,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,1
"Men 'R' US Retailers, Ltd.",10160,S18_1889,2003-10-11,38,88.55,3364.9,4,Shipped,Medium,55,2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,1
Mini Auto Werke,10170,S18_1889,2003-11-04,20,63.14,1262.8,2,Shipped,Small,64,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,1
Herkku Gifts,10181,S18_1889,2003-11-12,22,73.92,1626.24,10,Shipped,Small,8,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,1
Online Diecast Creations Co.,10192,S18_1889,2003-11-20,45,90.86,4088.7,15,Shipped,Medium,41,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,1
Euro Shopping Channel,10203,S18_1889,2003-12-02,45,85.47,3846.15,4,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Euro Shopping Channel,10212,S18_1889,2004-01-16,20,66.99,1339.8,14,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
"Vida Sport, Ltd",10225,S18_1889,2004-02-22,47,64.68,3039.96,5,Shipped,Medium,70,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,1
"Oulu Toy Supplies, Inc.",10239,S18_1889,2004-04-12,46,73.92,3400.32,4,Shipped,Medium,61,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,1
"UK Collectables, Ltd.",10253,S18_1889,2004-06-01,23,83.93,1930.39,9,Cancelled,Small,23,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,4
L'ordine Souveniers,10266,S18_1889,2004-07-06,33,74.69,2464.77,10,Shipped,Small,71,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,1
Signal Gift Stores,10278,S18_1889,2004-08-06,29,90.86,2634.94,10,Shipped,Small,85,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,1
"Vida Sport, Ltd",10287,S18_1889,2004-08-30,44,82.39,3625.16,8,Shipped,Medium,70,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,1
"Blauer See Auto, Co.",10300,S18_1889,2003-10-04,41,92.4,3788.4,1,Shipped,Medium,73,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,1
"Toms Spezialitten, Ltd",10310,S18_1889,2004-10-16,20,91.63,1832.6,6,Shipped,Small,69,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,1
FunGiftIdeas.com,10321,S18_1889,2004-11-04,37,78.54,2905.98,14,Shipped,Small,22,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,1
Land of Toys Inc.,10329,S18_1889,2004-11-15,29,100.0,2954.81,9,Shipped,Small,1,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,1
"Australian Collectors, Co.",10342,S18_1889,2004-11-24,55,65.45,3599.75,1,Shipped,Medium,11,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,1
Suominen Souveniers,10363,S18_1889,2005-01-06,22,100.0,3686.54,7,Shipped,Medium,74,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,1
"Toys of Finland, Co.",10377,S18_1889,2005-02-09,31,67.76,2100.56,4,Shipped,Small,17,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,1
Scandinavian Gift Ideas,10389,S18_1889,2005-03-03,49,79.22,3881.78,3,Shipped,Medium,38,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,1
Mini Caravy,10405,S18_1889,2005-04-14,61,73.92,4509.12,4,Shipped,Medium,84,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,1
Salzburg Collectables,10419,S18_1889,2005-05-17,39,83.93,3273.27,9,Shipped,Medium,20,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,1
Motor Mint Distributors Inc.,10109,S18_1984,2003-03-10,38,100.0,4432.7,3,Shipped,Medium,46,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,1
Marseille Mini Autos,10122,S18_1984,2003-05-08,31,100.0,4100.99,1,Shipped,Medium,68,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,1
Alpha Cognac,10136,S18_1984,2003-07-04,36,100.0,5274.72,1,Shipped,Medium,52,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,1
"Anna's Decorations, Ltd",10148,S18_1984,2003-09-11,25,100.0,4232.0,12,Shipped,Medium,43,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,1
Heintze Collectables,10161,S18_1984,2003-10-17,48,100.0,6145.44,11,Shipped,Medium,79,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,1
Quebec Home Shopping Network,10171,S18_1984,2003-11-05,35,100.0,4680.2,1,Shipped,Medium,44,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,1
Herkku Gifts,10181,S18_1984,2003-11-12,21,100.0,3286.08,5,Shipped,Medium,8,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,1
Online Diecast Creations Co.,10192,S18_1984,2003-11-20,47,100.0,7421.3,10,Shipped,Large,41,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,1
Muscle Machine Inc,10204,S18_1984,2003-12-02,38,100.0,6432.64,16,Shipped,Medium,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Euro Shopping Channel,10212,S18_1984,2004-01-16,41,100.0,4840.87,9,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Collectable Mini Designs Co.,10226,S18_1984,2004-02-26,24,100.0,3892.08,7,Shipped,Medium,56,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,1
Osaka Souveniers Co.,10240,S18_1984,2004-04-13,37,100.0,5526.32,2,Shipped,Medium,45,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,1
"UK Collectables, Ltd.",10253,S18_1984,2004-06-01,33,100.0,4459.62,4,Cancelled,Medium,23,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,4
L'ordine Souveniers,10266,S18_1984,2004-07-06,49,100.0,6203.4,5,Shipped,Medium,71,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,1
Signal Gift Stores,10278,S18_1984,2004-08-06,29,100.0,3754.05,5,Shipped,Medium,85,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,1
"Vida Sport, Ltd",10287,S18_1984,2004-08-30,24,100.0,3516.48,3,Shipped,Medium,70,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,1
"Norway Gifts By Mail, Co.",10301,S18_1984,2003-10-05,47,100.0,7488.04,7,Shipped,Large,86,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,1
"Toms Spezialitten, Ltd",10310,S18_1984,2004-10-16,24,100.0,3448.08,1,Shipped,Medium,69,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,1
FunGiftIdeas.com,10321,S18_1984,2004-11-04,25,100.0,3734.0,9,Shipped,Medium,22,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,1
Motor Mint Distributors Inc.,10331,S18_1984,2004-11-17,30,32.47,974.1,8,Shipped,Small,46,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,1
"Australian Collectors, Co.",10342,S18_1984,2004-11-24,22,100.0,3160.74,3,Shipped,Medium,11,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,1
Lyon Souveniers,10356,S18_1984,2004-12-09,27,64.69,1746.63,2,Shipped,Small,3,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,1
Royale Belge,10366,S18_1984,2005-01-10,34,100.0,4207.84,3,Shipped,Medium,91,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,1
"Toys of Finland, Co.",10377,S18_1984,2005-02-09,36,100.0,4352.76,6,Shipped,Medium,17,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,1
Mini Gifts Distributors Ltd.,10390,S18_1984,2005-03-04,34,43.05,1463.7,15,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Danish Wholesale Imports,10406,S18_1984,2005-04-15,48,100.0,7169.28,2,Disputed,Large,49,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,2
Salzburg Collectables,10419,S18_1984,2005-05-17,34,100.0,4594.76,4,Shipped,Medium,20,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,1
Euro Shopping Channel,10104,S18_2238,2003-01-31,24,100.0,3457.92,8,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Classic Legends Inc.,10115,S18_2238,2003-04-04,46,100.0,7381.16,4,Shipped,Large,28,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,1
Muscle Machine Inc,10127,S18_2238,2003-06-03,45,100.0,7146.9,10,Shipped,Large,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Suominen Souveniers,10141,S18_2238,2003-08-01,39,100.0,5938.53,4,Shipped,Medium,74,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,1
"Oulu Toy Supplies, Inc.",10151,S18_2238,2003-09-21,43,100.0,7110.91,2,Shipped,Large,61,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,1
"Dragon Souveniers, Ltd.",10165,S18_2238,2003-10-22,29,100.0,5032.95,11,Shipped,Medium,27,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,1
L'ordine Souveniers,10176,S18_2238,2003-11-06,20,100.0,3667.6,10,Shipped,Medium,71,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,1
"Iberia Gift Imports, Corp.",10184,S18_2238,2003-11-14,46,100.0,7381.16,5,Shipped,Large,82,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,1
Mini Classics,10195,S18_2238,2003-11-25,27,100.0,5128.11,5,Shipped,Medium,48,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,1
Diecast Collectables,10207,S18_2238,2003-12-09,44,100.0,7060.24,6,Shipped,Large,65,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,1
Signal Collectibles Ltd.,10219,S18_2238,2004-02-10,43,100.0,8448.64,1,Shipped,Large,83,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,1
"Blauer See Auto, Co.",10230,S18_2238,2004-03-15,49,100.0,7300.51,8,Shipped,Large,73,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,1
Euro Shopping Channel,10246,S18_2238,2004-05-05,40,100.0,6549.2,4,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Handji Gifts& Co,10259,S18_2238,2004-06-15,30,100.0,5697.9,3,Shipped,Medium,66,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,1
Mini Gifts Distributors Ltd.,10271,S18_2238,2004-07-20,50,100.0,9169.0,4,Shipped,Large,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Mini Gifts Distributors Ltd.,10282,S18_2238,2004-08-20,23,100.0,3238.63,13,Shipped,Medium,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Land of Toys Inc.,10292,S18_2238,2004-09-08,26,100.0,4554.94,7,Shipped,Medium,1,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,1
Marta's Replicas Co.,10305,S18_2238,2004-10-13,27,100.0,3934.44,4,Shipped,Medium,16,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,1
Heintze Collectables,10314,S18_2238,2004-10-22,42,100.0,5776.26,13,Shipped,Medium,79,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,1
Vitachrome Inc.,10324,S18_2238,2004-11-05,47,100.0,7207.45,8,Shipped,Large,12,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,1
"La Corne D'abondance, Co.",10336,S18_2238,2004-11-20,49,100.0,7460.74,6,Shipped,Large,63,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,1
Muscle Machine Inc,10349,S18_2238,2004-12-01,38,100.0,6719.54,8,Shipped,Medium,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Euro Shopping Channel,10358,S18_2238,2004-12-10,20,100.0,2428.0,10,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Mini Gifts Distributors Ltd.,10371,S18_2238,2005-01-23,25,100.0,2602.25,7,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Mini Gifts Distributors Ltd.,10382,S18_2238,2005-02-17,25,88.0,2200.0,5,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Euro Shopping Channel,10412,S18_2238,2005-05-03,41,100.0,6712.93,4,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
La Rochelle Gifts,10425,S18_2238,2005-05-31,28,100.0,5318.04,3,In Process,Medium,15,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,3
Online Diecast Creations Co.,10100,S18_2248,2003-01-06,50,67.8,3390.0,2,Shipped,Medium,41,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,1
"AV Stores, Co.",10110,S18_2248,2003-03-18,32,50.25,1608.0,6,Shipped,Small,78,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,1
Signal Gift Stores,10124,S18_2248,2003-05-21,42,53.88,2262.96,5,Shipped,Small,85,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,1
Signal Collectibles Ltd.,10149,S18_2248,2003-09-12,24,62.36,1496.64,10,Shipped,Small,83,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,1
Corporate Gift Ideas Co.,10162,S18_2248,2003-10-18,27,69.62,1879.74,8,Shipped,Small,5,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,1
Rovelli Gifts,10173,S18_2248,2003-11-05,26,57.51,1495.26,12,Shipped,Small,87,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,1
Mini Gifts Distributors Ltd.,10182,S18_2248,2003-11-12,38,61.15,2323.7,9,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
"Australian Collectables, Ltd",10193,S18_2248,2003-11-21,42,59.33,2491.86,13,Shipped,Small,88,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,1
Muscle Machine Inc,10204,S18_2248,2003-12-02,23,71.44,1643.12,3,Shipped,Small,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
"Corrida Auto Replicas, Ltd",10214,S18_2248,2004-01-26,21,62.96,1322.16,6,Shipped,Small,26,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n,1
"Saveley & Henriot, Co.",10227,S18_2248,2004-03-02,28,50.85,1423.8,9,Shipped,Small,31,78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,1
Mini Caravy,10241,S18_2248,2004-04-13,33,72.65,2397.45,1,Shipped,Small,84,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,1
Amica Models & Co.,10280,S18_2248,2004-08-17,25,62.96,1574.0,15,Shipped,Small,37,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,1
Handji Gifts& Co,10288,S18_2248,2004-09-01,28,61.75,1729.0,4,Shipped,Small,66,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,1
"Iberia Gift Imports, Corp.",10303,S18_2248,2004-10-06,46,49.04,2255.84,2,Shipped,Small,82,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,1
Mini Gifts Distributors Ltd.,10312,S18_2248,2004-10-21,30,61.15,1834.5,16,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
"AV Stores, Co.",10332,S18_2248,2004-11-17,38,84.25,3201.5,9,Shipped,Medium,78,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,1
Marseille Mini Autos,10344,S18_2248,2004-11-25,40,56.91,2276.4,2,Shipped,Small,68,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,1
Toys4GrownUps.com,10367,S18_2248,2005-01-12,45,100.0,8884.8,4,Resolved,Large,4,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,6
Euro Shopping Channel,10379,S18_2248,2005-02-10,27,49.3,1331.1,1,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
The Sharp Gifts Warehouse,10407,S18_2248,2005-04-22,42,72.65,3051.3,1,On Hold,Medium,62,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,5
Souveniers And Things Co.,10420,S18_2248,2005-05-29,36,63.57,2288.52,4,In Process,Small,21,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,3
Euro Shopping Channel,10104,S18_2319,2003-01-31,29,100.0,3772.61,12,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
"La Corne D'abondance, Co.",10114,S18_2319,2003-04-01,39,100.0,4164.42,3,Shipped,Medium,63,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,1
Muscle Machine Inc,10127,S18_2319,2003-06-03,45,100.0,6295.95,14,Shipped,Medium,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Suominen Souveniers,10141,S18_2319,2003-08-01,47,100.0,6287.66,8,Shipped,Medium,74,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,1
"Oulu Toy Supplies, Inc.",10151,S18_2319,2003-09-21,49,100.0,5412.54,6,Shipped,Medium,61,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,1
"Dragon Souveniers, Ltd.",10165,S18_2319,2003-10-22,46,100.0,5984.14,15,Shipped,Medium,27,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,1
"Stylish Desk Decors, Co.",10175,S18_2319,2003-11-06,48,100.0,5891.04,4,Shipped,Medium,50,(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,1
"Iberia Gift Imports, Corp.",10184,S18_2319,2003-11-14,46,100.0,5984.14,9,Shipped,Medium,82,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,1
Mini Classics,10195,S18_2319,2003-11-25,35,100.0,3608.15,9,Shipped,Medium,48,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,1
Diecast Collectables,10207,S18_2319,2003-12-09,43,100.0,5752.54,10,Shipped,Medium,65,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,1
